# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 01:45:43 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN disc_telescope: Discovery Telescope
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
pl_name,hostname,discoverymethod,disc_year,disc_facility,disc_telescope,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_lum,st_dens,rastr,ra,decstr,dec,sy_dist,sy_vmag
GJ 876 b,GJ 876,Radial Velocity,1998,Multiple Observatories,Multiple Telescopes,61.11660000,0.208317,13.300,723.22350,1.690000,0.032400,59.000,M4 V,3293.74,0.30,0.32,-1.907,10.86557,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,4.6751700,10.1600000
GJ 876 c,GJ 876,Radial Velocity,2000,Multiple Observatories,Multiple Telescopes,30.08810000,0.129590,14.000,226.98460,0.455000,0.255910,59.000,M4 V,3293.74,0.30,0.32,-1.907,10.86557,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,4.6751700,10.1600000
GJ 876 d,GJ 876,Radial Velocity,2005,W. M. Keck Observatory,10 m Keck I Telescope,1.93778000,0.020807,2.510,6.83000,2.370000,0.207000,59.000,M4 V,3293.74,0.30,0.32,-1.907,10.86557,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,4.6751700,10.1600000
GJ 876 e,GJ 876,Radial Velocity,2010,W. M. Keck Observatory,10 m Keck I Telescope,124.26000000,0.334300,3.920,14.60000,1.330000,0.055000,59.000,M2.5V,3271.00,0.30,0.32,-1.907,10.86557,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,4.6751700,10.1600000
GJ 887 b,GJ 887,Radial Velocity,2020,La Silla Observatory,3.6 m ESO Telescope,9.26200000,0.068000,1.880,4.20000,3.470000,0.000000,,M1 V,3688.00,0.47,0.49,-1.434,6.05563,23h05m52.04s,346.4668274,-35d51m11.0s,-35.8530693,3.2900000,7.5600000
GJ 887 c,GJ 887,Radial Velocity,2020,La Silla Observatory,3.6 m ESO Telescope,21.78900000,0.120000,2.670,7.60000,2.190000,,,M1 V,3688.00,0.47,0.49,-1.434,6.05563,23h05m52.04s,346.4668274,-35d51m11.0s,-35.8530693,3.2900000,7.5600000
GJ 896 A b,GJ 896 A,Astrometry,2022,Very Long Baseline Array,Multiple Telescopes,284.39000000,0.639650,13.300,718.29220,1.680000,0.350000,69.200,M3.5 V,3345.00,0.39,0.44,-1.755,8.83909,23h31m52.81s,352.9700384,+19d56m13.20s,19.9370011,6.2602200,10.0500000
GJ 900 b,GJ 900 A,Imaging,2024,Multiple Observatories,Multiple Telescopes,,12000.000000,12.400,3496.11248,10.100000,,,K7,3976.00,0.72,1.08,-0.921,2.59030,23h35m00.63s,353.7526177,+01d36m19.88s,1.6055211,20.8065000,9.5900000
GJ 9066 c,GJ 9066,Radial Velocity,2020,Multiple Observatories,Multiple Telescopes,771.36000000,0.880000,9.600,66.74397,0.415000,0.460000,,M5.0 V,3154.00,0.16,0.15,-2.595,36.04136,02h00m14.12s,30.0588307,+13d02m39.54s,13.0443172,4.4710000,12.7100000
GJ 9404 b,GJ 9404,Radial Velocity,2023,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,13.45860000,0.094300,3.480,11.90000,1.550000,0.490000,,M2V,3811.00,0.63,0.62,-1.000,3.49830,12h19m23.33s,184.8472095,+28d22m57.77s,28.3827126,23.8839000,10.6200000
GJ 96 b,GJ 96,Radial Velocity,2018,Haute-Provence Observatory,1.93 m Telescope,73.94000000,0.291000,4.670,19.66000,1.060000,0.440000,,M2,3785.00,0.58,0.60,-1.052,4.11988,02h22m14.98s,35.5624031,+47d52m48.75s,47.8802075,11.9315000,9.4000000
GJ 9689 b,GJ 9689,Radial Velocity,2020,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,18.27000000,0.113900,3.070,9.65000,1.830000,0.290000,,M0.5,3836.00,0.57,0.59,-1.200,3.77614,20h13m52.26s,303.4677310,+13d23m20.01s,13.3888921,30.6203000,11.2970000
GJ 9714 b,GJ 9714,Radial Velocity,2022,Multiple Observatories,Multiple Telescopes,19240.75467000,12.319000,12.500,2988.54051,8.410000,0.155000,155.326,K5V,4263.00,0.66,0.67,-0.884,3.24611,21h01m39.40s,315.4141767,-32d31m30.01s,-32.5250028,20.5121000,9.3700000
GJ 9827 b,GJ 9827,Transit,2017,K2,0.95 m Kepler Telescope,1.20897400,0.018900,1.440,4.28000,7.858000,0.063000,87.600,K7 V,4236.00,0.58,0.62,-0.942,3.97000,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.6610000,10.3700000
GJ 9827 c,GJ 9827,Transit,2017,K2,0.95 m Kepler Telescope,3.64810300,0.039500,1.130,1.86000,7.142000,0.094000,89.090,K7 V,4236.00,0.58,0.62,-0.942,3.76000,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.6610000,10.3700000
GJ 9827 d,GJ 9827,Transit,2017,K2,0.95 m Kepler Telescope,6.20181200,0.056300,1.890,3.02000,2.454000,0.130000,87.660,K7 V,4236.00,0.58,0.62,-0.942,3.76000,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.6610000,10.3700000
GPX-1 b,GPX-1,Transit,2021,Acton Sky Portal Observatory,279mm RASA-11 wide-field telescope,1.74457900,0.033800,16.477,6261.21962,8.222423,0.000000,79.900,F2,7000.00,1.56,1.68,0.727,0.62032,02h33m28.60s,38.3691648,+56d01m32.55s,56.0257080,655.0130000,12.3160000
GQ Lup b,GQ Lup,Imaging,2004,Paranal Observatory,8.2 m ESO VLT UT4 Yepun Telescope,,100.000000,33.600,6356.00000,0.921000,,,K7e V,4360.00,1.94,0.70,-0.072,,15h49m12.09s,237.3003643,-35d39m05.42s,-35.6515055,151.1690000,11.5930000
GSC 06214-00210 b,GSC 06214-00210,Imaging,2010,Palomar Observatory,5.1 m Hale Telescope,,320.000000,20.176,5000.00000,3.350000,,,K7,4200.00,0.90,0.90,-0.420,1.32072,16h21m54.65s,245.4776921,-20d43m09.62s,-20.7193398,108.5000000,12.4160000
GU Psc b,GU Psc,Imaging,2014,Gemini Observatory,8.19 m Gemini South Telescope,,2000.000000,14.179,3591.30000,6.920000,,,M3,4031.81,0.45,0.33,-1.602,6.89528,01h12m35.16s,18.1464850,+17d03m54.01s,17.0650029,47.5501000,14.1460000
Gaia-1 b,Gaia-1,Transit,2022,European Space Agency (ESA) Gaia Satellite,1.45 m x 0.5 m Telescope,3.05252400,0.040470,13.776,533.95172,1.120000,,85.730,,5470.00,0.95,0.95,-0.159,1.46000,06h02m34.48s,90.6436658,-00d34m37.60s,-0.5771099,363.6600000,13.2420000
Gaia-2 b,Gaia-2,Transit,2022,European Space Agency (ESA) Gaia Satellite,1.45 m x 0.5 m Telescope,3.69152240,0.046700,14.818,259.66581,0.439000,,85.210,,5720.00,1.06,1.00,0.057,0.84800,07h22m56.48s,110.7353308,+67d15m09.56s,67.2526565,209.2290000,11.2770000
Gaia22dkvL b,Gaia22dkvL,Microlensing,2024,European Space Agency (ESA) Gaia Satellite,1.45 m x 0.5 m Telescope,,1.400000,14.100,187.83659,0.368000,,,,,,1.15,,,10h07m04.56s,151.7690000,-66d10m51.20s,-66.1808889,1270.0000000,
Gl 378 b,Gl 378,Radial Velocity,2019,Haute-Provence Observatory,1.93 m Telescope,3.82200000,0.039435,3.660,13.02000,1.460000,0.109000,,M1,3879.00,0.56,0.56,-1.222,4.44497,10h02m20.77s,150.5865513,+48d04m56.83s,48.0824515,14.9545000,10.0300000
Gl 49 b,Gl 49,Radial Velocity,2019,Multiple Observatories,Multiple Telescopes,13.85080000,0.090500,2.240,5.63000,2.750000,0.363000,,M1.5 V,3805.00,0.51,0.52,-1.306,4.79974,01h02m40.50s,15.6687321,+62d20m43.58s,62.3454386,9.8528000,9.5600000
Gl 686 b,Gl 686,Radial Velocity,2018,Roque de los Muchachos Observatory,3.58 m Telescopio Nazionale Galileo,15.53000000,0.091000,2.460,6.62400,2.450000,0.050000,,M1.0 V,3656.00,0.43,0.43,-1.530,7.14549,17h37m54.36s,264.4764878,+18d35m45.42s,18.5959509,8.1572800,9.6200000
Gliese 12 b,Gliese 12,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,12.76140800,0.066800,0.958,3.87000,17.700000,0.500000,89.194,M3.0 V,3296.00,0.26,0.24,-2.138,13.50000,00h15m49.90s,3.9579137,+13d33m27.42s,13.5576175,12.2100000,12.6000000
HAT-P-1 b,HAT-P-1,Transit,2006,HATNet,Canon 200mm f/1.8L,4.46529976,0.055610,14.785,166.86075,0.282000,0.000000,85.634,G0 V,5980.00,1.17,1.15,0.225,0.90800,22h57m46.89s,344.4453632,+38d40m29.71s,38.6749190,158.9790000,9.8270000
HAT-P-11 b,HAT-P-11,Transit,2008,HATNet,Canon 200mm f/1.8L,4.88780244,0.052540,4.360,26.69772,1.680000,0.218000,89.360,K4,4780.00,0.68,0.81,-0.567,3.70008,19h50m50.44s,297.7101763,+48d04m54.71s,48.0818635,37.7647000,9.4600000
HAT-P-11 c,HAT-P-11,Radial Velocity,2018,W. M. Keck Observatory,10 m Keck I Telescope,3407.00000000,4.130000,13.300,731.00900,1.710000,0.601000,135.700,K4,4780.00,0.68,0.81,-0.564,3.70008,19h50m50.44s,297.7101763,+48d04m54.71s,48.0818635,37.7647000,9.4600000
HAT-P-12 b,HAT-P-12,Transit,2009,HATNet,Canon 200mm f/1.8L,3.21305980,0.038400,10.749,67.05900,0.319200,0.000000,89.000,K4,4650.00,0.70,0.73,-0.678,3.10867,13h57m33.27s,209.3886452,+43d29m35.92s,43.4933100,142.7510000,12.6650000
HAT-P-13 b,HAT-P-13,Transit,2009,HATNet,Canon 200mm f/1.8L,2.91625000,0.043830,14.258,270.46200,0.362000,0.013300,83.400,G4,5653.00,1.76,1.32,0.346,0.23563,08h39m31.77s,129.8823772,+47d21m06.87s,47.3519076,246.8100000,10.4210000
HAT-P-13 c,HAT-P-13,Radial Velocity,2009,W. M. Keck Observatory,10 m Keck I Telescope,446.27000000,1.258000,12.300,4538.42100,13.400000,0.661600,,G4,5653.00,1.76,1.32,0.346,0.23563,08h39m31.77s,129.8823772,+47d21m06.87s,47.3519076,246.8100000,10.4210000
HAT-P-14 b,HAT-P-14,Transit,2010,HATNet,Canon 200mm f/1.8L,4.62767000,0.059600,15.917,1093.33520,1.560000,0.110000,83.500,F5 V,6600.00,1.82,2.65,0.644,0.62000,17h20m27.88s,260.1161719,+38d14m31.81s,38.2421682,222.6630000,9.9880000
HAT-P-15 b,HAT-P-15,Transit,2010,HATNet,Canon 200mm f/1.8L,10.86350000,0.096500,11.882,616.59020,1.960000,0.190000,89.100,G5,5568.00,1.07,1.00,0.000,1.14000,04h24m59.55s,66.2481420,+39d27m38.17s,39.4606020,192.5160000,12.4100000
HAT-P-16 b,HAT-P-16,Transit,2010,HATNet,Canon 200mm f/1.8L,2.77596000,0.041300,14.448,1332.60500,2.420000,0.036000,86.600,F8,6158.00,1.24,1.22,0.294,1.10400,00h38m17.53s,9.5730343,+42d27m47.15s,42.4630961,226.6370000,10.9110000
HAT-P-17 b,HAT-P-17,Transit,2010,HATNet,Canon 200mm f/1.8L,10.33852000,0.088200,11.769,184.34140,0.640000,0.350000,89.200,K,5246.00,0.87,0.99,-0.289,2.08000,21h38m08.63s,324.5359781,+30d29m17.48s,30.4881882,92.3831000,10.3750000
HAT-P-17 c,HAT-P-17,Radial Velocity,2010,W. M. Keck Observatory,10 m Keck I Telescope,5584.00000000,5.600000,13.100,1080.60000,2.640000,0.390000,,K,5336.96,0.84,0.92,-0.289,2.19868,21h38m08.63s,324.5359781,+30d29m17.48s,30.4881882,92.3831000,10.3750000
HAT-P-18 b,HAT-P-18,Transit,2010,HATNet,Canon 200mm f/1.8L,5.50802300,0.055900,11.153,62.61000,0.250000,0.084000,88.800,K2,4803.00,0.75,0.77,-0.569,2.94000,17h05m23.13s,256.3463760,+33d00m44.37s,33.0123251,161.4000000,12.5970000
HAT-P-19 b,HAT-P-19,Transit,2010,HATNet,Canon 200mm f/1.8L,4.00878322,0.045990,11.299,88.03847,0.335000,0.070000,89.520,K1,4962.00,0.77,0.81,-0.485,2.46800,00h38m03.98s,9.5165832,+34d42m41.05s,34.7114025,202.0780000,12.8260000
HAT-P-2 b,HAT-P-2,Transit,2007,HATNet,Canon 200mm f/1.8L,5.63351580,0.068140,10.660,2866.81223,7.290000,0.517200,86.160,F8,6380.00,1.39,1.33,0.530,0.43400,16h20m36.34s,245.1514324,+41d02m52.66s,41.0479601,127.7740000,8.7200000
HAT-P-2 c,HAT-P-2,Radial Velocity,2023,Multiple Observatories,Multiple Telescopes,8500.00000000,,12.400,3400.76395,9.800000,0.370000,90.000,F8,6412.00,1.42,1.33,0.640,0.43400,16h20m36.34s,245.1514324,+41d02m52.66s,41.0479601,127.7740000,8.7200000
HAT-P-20 b,HAT-P-20,Transit,2010,HATNet,Canon 200mm f/1.8L,2.87531700,0.036100,9.718,2302.89900,13.780000,0.015000,86.800,K3,4595.00,0.69,0.76,-0.721,2.36000,07h27m39.94s,111.9164295,+24d20m10.03s,24.3361185,71.0374000,11.2310000
HAT-P-21 b,HAT-P-21,Transit,2010,HATNet,Canon 200mm f/1.8L,4.12448000,0.049400,12.442,1547.83210,4.600000,0.230000,87.200,G3,5588.00,1.21,1.24,0.025,1.00000,11h25m05.98s,171.2749348,+41d01m40.87s,41.0280207,277.2780000,11.4590000
HAT-P-22 b,HAT-P-22,Transit,2010,HATNet,Canon 200mm f/1.8L,3.21222000,0.041400,12.890,785.04010,2.140000,0.020000,86.900,G5 V,5302.00,1.11,1.13,-0.114,1.16000,10h22m43.55s,155.6814593,+50d07m43.36s,50.1287115,81.7647000,9.7630000
HAT-P-23 b,HAT-P-23,Transit,2010,HATNet,Canon 200mm f/1.8L,1.21288400,0.023200,15.334,664.23700,1.010000,0.106000,85.100,G0,5905.00,1.20,1.13,0.199,1.20400,20h24m29.74s,306.1239076,+16d45m43.73s,16.7621462,364.8130000,11.9370000
HAT-P-24 b,HAT-P-24,Transit,2010,HATNet,Canon 200mm f/1.8L,3.35524000,0.046510,14.572,238.37250,0.440000,0.070000,88.600,F8,6373.00,1.38,1.37,0.408,0.74000,07h15m18.03s,108.8251171,+14d15m45.38s,14.2626064,415.3440000,11.7620000
HAT-P-25 b,HAT-P-25,Transit,2010,HATNet,Canon 200mm f/1.8L,3.65281514,0.046600,12.722,180.84527,0.483000,0.023000,88.220,G5,5519.00,0.92,1.01,-0.152,1.84000,03h13m44.51s,48.4354731,+25d11m50.48s,25.1973548,300.3840000,13.1460000
HAT-P-26 b,HAT-P-26,Transit,2010,HATNet,Canon 200mm f/1.8L,4.23452000,0.047900,7.062,22.24810,0.400000,0.120000,88.600,K1,5079.00,0.87,1.12,-0.359,2.37000,14h12m37.57s,213.1565508,+04d03m33.90s,4.0594175,141.8370000,11.7570000
HAT-P-27 b,HAT-P-27,Transit,2011,HATNet,Canon 200mm f/1.8L,3.03957700,0.040000,11.430,197.05000,0.760000,0.000000,85.000,G8,5316.00,0.86,0.92,-0.269,1.99758,14h51m04.16s,222.7673221,+05d56m50.51s,5.9473626,199.1730000,12.0520000
HAT-P-28 b,HAT-P-28,Transit,2011,HATNet,Canon 200mm f/1.8L,3.25721500,0.043400,13.585,198.95300,0.440000,0.051000,88.000,G3,5680.00,1.10,1.03,0.053,1.24374,00h52m00.22s,13.0009159,+34d43m42.25s,34.7284020,401.3190000,13.0980000
HAT-P-29 b,HAT-P-29,Transit,2011,HATNet,Canon 200mm f/1.8L,5.72319000,0.066700,13.115,279.69040,0.790000,0.090000,87.100,F8,6087.00,1.30,1.45,0.272,0.93000,02h12m31.46s,33.1310921,+51d46m43.59s,51.7787754,313.5760000,11.8250000
HAT-P-3 b,HAT-P-3,Transit,2007,HATNet,Canon 200mm f/1.8L,2.89970000,0.038660,10.536,206.58950,0.855000,0.000000,87.240,K,5185.00,0.87,1.06,-0.360,2.28000,13h44m22.56s,206.0940142,+48d01m42.83s,48.0285650,134.5540000,11.8560000
HAT-P-30 b,HAT-P-30,Transit,2011,HATNet,Canon 200mm f/1.8L,2.81060000,0.041900,16.141,263.79890,0.309000,0.040000,83.600,F7,6304.00,1.31,1.55,0.312,0.98000,08h15m47.96s,123.9498431,+05d50m12.72s,5.8368669,213.9850000,10.3520000
HAT-P-31 b,HAT-P-31,Transit,2011,HATNet,Canon 200mm f/1.8L,5.00542000,0.061000,12.218,721.47410,2.180000,0.250000,87.100,,6065.00,1.39,1.31,0.433,0.69000,18h06m09.04s,271.5376722,+26d25m35.78s,26.4266061,344.0500000,11.6670000
HAT-P-32 b,HAT-P-32,Transit,2011,HATNet,Canon 200mm f/1.8L,2.15000820,0.033970,22.194,216.12440,0.108000,0.159000,88.980,,6001.00,1.37,1.13,0.338,0.62500,02h04m10.26s,31.0427614,+46d41m16.26s,46.6878512,289.2050000,11.4390000
HAT-P-33 b,HAT-P-33,Transit,2011,HATNet,Canon 200mm f/1.8L,3.47447000,0.049950,20.737,292.40360,0.200000,0.000000,87.200,F4,6446.00,1.79,1.82,0.618,0.45000,07h32m44.22s,113.1842383,+33d50m06.08s,33.8350214,396.1100000,11.0320000
HAT-P-34 b,HAT-P-34,Transit,2011,HATNet,Canon 200mm f/1.8L,5.45265400,0.067740,13.417,1058.37390,2.500000,0.432000,87.100,,6442.00,1.53,1.39,0.600,0.50500,20h12m46.90s,303.1954355,+18d06m17.20s,18.1047776,249.3250000,10.4030000
HAT-P-35 b,HAT-P-35,Transit,2011,HATNet,Canon 200mm f/1.8L,3.64670600,0.049780,14.930,335.62848,0.550000,0.020000,87.300,,6096.00,1.44,1.24,0.383,0.59000,08h13m00.17s,123.2507030,+04d47m13.30s,4.7870288,506.9650000,12.3890000
HAT-P-36 b,HAT-P-36,Transit,2011,HATNet,Canon 200mm f/1.8L,1.32734683,0.024100,14.314,587.41341,1.175000,0.063000,87.130,G5 V,5620.00,1.04,1.03,0.022,1.08900,12h33m03.89s,188.2662048,+44d54m55.32s,44.9153672,294.4190000,12.1460000
HAT-P-37 b,HAT-P-37,Transit,2011,HATNet,Canon 200mm f/1.8L,2.79743600,0.037900,13.204,371.52800,0.890000,0.058000,86.900,,5500.00,0.88,0.93,-0.208,1.87000,18h57m11.05s,284.2960393,+51d16m08.84s,51.2691212,390.5940000,13.4270000
HAT-P-38 b,HAT-P-38,Transit,2012,HATNet,Canon 200mm f/1.8L,4.64038200,0.052300,9.247,84.85700,0.590000,0.067000,88.300,G5,5330.00,0.92,0.89,-0.208,1.20784,02h21m32.04s,35.3834942,+32d14m45.76s,32.2460441,255.2060000,12.5250000
HAT-P-39 b,HAT-P-39,Transit,2012,HATNet,Canon 200mm f/1.8L,3.54387000,0.050900,17.609,190.37200,0.190000,0.000000,87.000,,6430.00,1.62,1.40,0.607,0.34949,07h35m01.98s,113.7582526,+17d49m48.10s,17.8300283,697.0040000,12.2820000
HAT-P-4 b,HAT-P-4,Transit,2007,HATNet,Canon 200mm f/1.8L,3.05653600,0.044380,14.280,213.25500,0.403000,0.000000,89.910,F,5860.00,1.62,0.56,0.431,0.43700,15h19m57.89s,229.9912200,+36d13m46.36s,36.2295450,320.4510000,11.1180000
HAT-P-40 b,HAT-P-40,Transit,2012,HATNet,Canon 200mm f/1.8L,4.45724000,0.060800,17.038,152.55840,0.150000,0.000000,88.300,,6080.00,1.94,1.03,0.778,0.20000,22h22m03.10s,335.5129199,+45d27m26.43s,45.4573423,464.4690000,11.3400000
HAT-P-41 b,HAT-P-41,Transit,2012,HATNet,Canon 200mm f/1.8L,2.69405000,0.042580,22.978,378.21770,0.204000,0.000000,87.700,,6390.00,2.05,2.56,0.628,0.42000,19h49m17.44s,297.3226523,+04d40m20.68s,4.6724124,348.1850000,11.3650000
HAT-P-42 b,HAT-P-42,Transit,2012,HATNet,Canon 200mm f/1.8L,4.64187800,0.057500,14.348,331.80100,0.610000,0.000000,85.900,,5743.00,1.53,1.18,0.356,0.52838,09h01m22.65s,135.3443583,+06d05m49.50s,6.0970828,405.2380000,12.1250000
HAT-P-43 b,HAT-P-43,Transit,2012,HATNet,Canon 200mm f/1.8L,3.33264140,0.044400,13.630,210.39500,0.390000,0.210000,88.700,F9,5693.00,1.08,1.03,0.060,1.05193,08h35m42.17s,128.9256885,+10d12m23.71s,10.2065866,528.8250000,13.2790000
HAT-P-44 b,HAT-P-44,Transit,2014,HATNet,Canon 200mm f/1.8L,4.30121900,0.050700,13.922,111.87100,0.230000,0.044000,89.100,,5295.00,0.95,0.94,-0.194,1.09993,14h12m34.53s,213.1438604,+47d00m53.22s,47.0147826,347.8500000,13.2250000
HAT-P-44 c,HAT-P-44,Radial Velocity,2014,W. M. Keck Observatory,10 m Keck I Telescope,872.20000000,1.752000,13.000,1271.30000,3.180000,0.494000,,,5295.00,0.95,0.94,-0.194,1.09993,14h12m34.53s,213.1438604,+47d00m53.22s,47.0147826,347.8500000,13.2250000
HAT-P-45 b,HAT-P-45,Transit,2014,HATNet,Canon 200mm f/1.8L,3.12899200,0.045200,15.984,283.49200,0.380000,0.049000,87.800,,6330.00,1.32,1.26,0.400,0.45731,18h17m29.58s,274.3732697,-03d22m51.81s,-3.3810594,298.6400000,12.7830000
HAT-P-46 b,HAT-P-46,Transit,2014,HATNet,Canon 200mm f/1.8L,4.46312900,0.057700,14.392,156.68400,0.280000,0.123000,85.500,,6120.00,1.40,1.28,0.391,0.91530,18h01m46.60s,270.4441831,-02d58m15.53s,-2.9709800,290.7360000,11.9970000
HAT-P-49 b,HAT-P-49,Transit,2014,HATNet,Canon 200mm f/1.8L,2.69155000,0.043780,17.822,699.22600,0.750000,0.000000,86.200,F,6820.00,2.06,2.22,0.814,0.36000,20h21m45.92s,305.4413294,+26d41m33.63s,26.6926759,350.3510000,10.2050000
HAT-P-5 b,HAT-P-5,Transit,2007,HATNet,Canon 200mm f/1.8L,2.78849000,0.040730,13.563,311.47340,0.642000,0.000000,86.750,G,5960.00,1.12,1.04,0.187,1.04000,18h17m37.33s,274.4055335,+36d37m17.26s,36.6214617,303.3360000,11.9540000
HAT-P-50 b,HAT-P-50,Transit,2015,HATNet,Multiple Telescopes,3.12201090,0.045300,14.437,429.07050,0.780000,0.115000,83.650,F5,6280.00,1.70,1.27,0.603,0.35700,07h52m15.23s,118.0634379,+12d08m21.65s,12.1393474,515.4580000,11.7030000
HAT-P-51 b,HAT-P-51,Transit,2015,HATNet,Multiple Telescopes,4.21802091,0.050420,13.507,97.57332,0.218000,0.070000,89.280,G7,5453.00,0.99,0.96,-0.102,1.38000,01h24m15.63s,21.0651251,+32d48m38.52s,32.8107000,440.0890000,13.5100000
HAT-P-52 b,HAT-P-52,Transit,2015,HATNet,Multiple Telescopes,2.75359530,0.036940,11.310,259.98494,0.980000,0.047000,87.020,K1,5131.00,0.89,0.89,-0.305,1.75000,02h50m53.22s,42.7217412,+29d01m20.10s,29.0222492,361.1550000,14.1070000
HAT-P-53 b,HAT-P-53,Transit,2015,HATNet,Multiple Telescopes,1.96162410,0.031590,14.773,471.65972,0.800000,0.134000,86.200,,5956.00,1.21,1.09,0.217,0.87000,01h27m29.06s,21.8711012,+38d58m05.21s,38.9681137,666.8020000,13.7800000
HAT-P-54 b,HAT-P-54,Transit,2015,HATNet,Canon 200mm f/1.8L,3.79984700,0.041170,10.581,241.55080,1.118000,0.074000,87.040,K7,4390.00,0.62,0.65,-0.902,2.08306,06h39m35.52s,99.8979924,+25d28m56.64s,25.4824005,143.6510000,13.3980000
HAT-P-55 b,HAT-P-55,Transit,2015,HATNet,Canon 200mm f/1.8L,3.58523130,0.046280,14.841,189.42573,0.318000,0.170000,86.800,,5804.00,1.10,1.03,0.097,1.07300,17h37m05.64s,264.2735096,+25d43m52.13s,25.7311468,511.3880000,13.1970000
HAT-P-56 b,HAT-P-56,Transit,2015,HATNet,Canon 200mm f/1.8L,2.79083000,0.042300,16.926,734.18730,0.750000,0.290000,82.130,F8,6566.00,1.47,1.42,0.553,0.63000,06h43m23.52s,100.8480137,+27d15m07.86s,27.2521823,320.6390000,10.9200000
HAT-P-57 b,HAT-P-57,Transit,2015,HATNet,Multiple Telescopes,2.46530000,0.040600,19.504,448.14030,0.332000,0.000000,88.260,A8 V,6330.00,1.85,2.77,0.806,0.62000,18h18m58.42s,274.7434180,+10d35m49.91s,10.5971968,279.8600000,10.6390000
HAT-P-58 b,HAT-P-58,Transit,2021,HATNet,Multiple Telescopes,4.01383790,0.049940,14.930,118.23217,0.194000,0.073000,85.640,,6078.00,1.53,1.03,0.456,0.40500,04h35m23.16s,68.8465093,+56d52m05.77s,56.8682691,515.5900000,12.9250000
HAT-P-59 b,HAT-P-59,Transit,2021,HATNet,Multiple Telescopes,4.14197710,0.050640,12.588,489.45575,1.347000,0.030000,85.180,,5678.00,1.10,1.01,0.054,1.05900,19h29m50.12s,292.4588212,+62d31m45.08s,62.5291892,265.4710000,11.6400000
HAT-P-6 b,HAT-P-6,Transit,2007,HATNet,Canon 200mm f/1.8L,3.85298000,0.052390,16.589,419.53560,0.558000,0.000000,85.510,,6570.00,1.62,1.79,0.553,0.59000,23h39m05.78s,354.7740917,+42d27m57.55s,42.4659866,275.3580000,10.4690000
HAT-P-60 b,HAT-P-60,Transit,2021,HATNet,Multiple Telescopes,4.79478130,0.062770,18.282,182.43351,0.164000,0.250000,83.750,,6212.00,2.20,1.44,0.809,0.19090,01h53m07.82s,28.2825719,+52d03m14.12s,52.0539209,233.2200000,9.7270000
HAT-P-61 b,HAT-P-61,Transit,2021,HATNet,Multiple Telescopes,1.90231289,0.030100,10.077,335.94463,1.800000,0.113000,83.620,,5587.00,0.94,1.00,-0.115,1.71500,05h01m55.24s,75.4801665,+50d07m52.24s,50.1311784,338.8400000,13.0960000
HAT-P-62 b,HAT-P-62,Transit,2021,HATNet,Multiple Telescopes,2.64532350,0.037720,12.027,241.86742,0.770000,0.101000,87.930,,5629.00,1.17,1.02,0.091,0.90100,04h58m01.05s,74.5043816,+48d18m03.08s,48.3008551,348.8150000,12.5390000
HAT-P-63 b,HAT-P-63,Transit,2021,HATNet,Multiple Telescopes,3.37772800,0.042940,12.543,195.14664,0.540000,0.069000,88.450,,5400.00,0.97,0.93,-0.146,1.44800,17h58m17.30s,269.5720695,+05d45m40.94s,5.7613709,403.4580000,13.6570000
